date,hod,mcount
2020-04-17 18:03:40,18,1
2020-04-17 14:09:24,14,1
2020-04-15 11:31:29,11,1
2020-04-15 09:53:14,9,1
2020-04-07 12:40:28,12,1
2020-04-06 22:11:20,22,1
2020-04-06 22:11:03,22,1
2020-04-06 17:40:09,17,1
2020-04-06 14:04:50,14,1
2020-04-03 12:25:54,12,1
2020-04-03 08:44:28,8,1
2020-04-02 20:28:04,20,1
2020-03-31 15:12:38,15,1
2020-03-29 21:49:28,21,1
2020-03-29 13:06:15,13,1
2020-03-28 11:41:11,11,1
2020-03-28 11:26:10,11,1
2020-03-28 11:24:39,11,1
2020-03-27 18:41:59,18,1
2020-03-27 18:06:33,18,1
2020-03-27 14:54:22,14,1
2020-03-26 12:07:46,12,1
2020-03-26 12:04:45,12,1
2020-03-26 11:58:23,11,1
2020-03-26 11:56:13,11,1
2020-03-25 13:22:12,13,1
2020-03-25 13:21:21,13,1
2020-03-24 23:18:38,23,1
2020-03-24 19:55:25,19,1
2020-03-23 00:44:47,0,1
2020-03-17 13:56:51,13,1
2020-03-16 07:52:41,7,1
2020-03-15 17:57:19,17,1
2020-03-15 17:44:16,17,1
2020-03-12 07:35:23,7,1
2020-03-09 21:16:52,21,1
2020-02-21 09:12:49,9,1
2020-02-21 08:37:31,8,1
2020-02-21 08:36:29,8,1
2020-02-21 07:36:14,7,1
2020-02-19 21:42:26,21,1
2020-02-19 21:16:20,21,1
2020-02-19 21:15:02,21,1
2020-02-09 18:04:56,18,1
2020-02-05 00:40:29,0,1
2020-01-22 12:58:45,12,1
2020-01-16 10:48:56,10,1
2020-01-11 16:17:52,16,1
2019-11-18 09:15:08,9,1
2019-11-18 09:14:59,9,1
2019-11-17 12:31:36,12,1
2019-10-31 13:00:26,13,1
2019-10-23 10:04:45,10,1
2019-10-18 17:06:36,17,1
2019-10-17 16:42:05,16,1
2019-10-17 08:25:24,8,1
2019-10-02 12:01:50,12,1
2019-09-30 22:17:39,22,1
2019-09-30 10:46:59,10,1
2019-09-30 08:56:33,8,1
2019-09-30 05:55:18,5,1
2019-09-27 15:38:49,15,1
2019-09-26 17:35:46,17,1
2019-09-23 20:43:01,20,1
2019-09-16 13:51:39,13,1
2019-09-11 06:35:00,6,1
2019-09-09 09:30:53,9,1
2019-09-03 16:17:48,16,1
2019-08-30 07:21:31,7,1
2019-08-28 05:37:50,5,1
2019-08-24 19:41:22,19,1
2019-08-21 19:10:32,19,1
2019-08-18 09:31:29,9,1
2019-08-15 20:16:33,20,1
2019-07-26 13:44:54,13,1
2019-07-24 08:25:24,8,1
2019-07-15 07:16:09,7,1
2019-07-15 07:15:59,7,1
2019-07-12 08:38:37,8,1
2019-07-10 15:41:43,15,1
2019-07-10 15:35:19,15,1
2019-07-10 12:10:59,12,1
2019-07-10 12:04:16,12,1
2019-07-10 12:03:46,12,1
2019-07-10 08:50:15,8,1
2019-07-10 08:49:51,8,1
2019-07-10 08:46:18,8,1
2019-07-10 05:39:32,5,1
2019-07-08 12:53:07,12,1
2019-07-08 12:52:20,12,1
2019-07-05 05:52:26,5,1
2019-07-02 17:37:52,17,1
2019-07-02 16:39:12,16,1
2019-07-02 16:38:57,16,1
2019-07-01 14:51:49,14,1
2019-07-01 14:51:32,14,1
2019-06-28 07:21:39,7,1
2019-06-28 07:21:33,7,1
2019-06-28 06:37:34,6,1
2019-06-28 06:37:25,6,1
2019-06-27 11:24:22,11,1
2019-06-27 10:35:09,10,1
2019-06-27 07:28:15,7,1
2019-06-25 06:30:31,6,1
2019-06-20 15:18:05,15,1
2019-06-20 15:17:46,15,1
2019-06-20 15:17:18,15,1
2019-06-20 15:17:06,15,1
2019-06-18 18:05:15,18,1
2019-06-11 11:34:23,11,1
2019-06-11 11:06:02,11,1
2019-06-06 10:12:08,10,1
2019-06-06 06:31:03,6,1
2019-06-04 06:26:35,6,1
2019-06-04 05:47:32,5,1
2019-05-29 08:03:02,8,1
2019-05-23 08:08:02,8,1
2019-05-23 08:07:13,8,1
2019-05-22 15:23:39,15,1
2019-05-22 15:14:32,15,1
2019-05-22 13:24:32,13,1
2019-05-22 13:23:19,13,1
2019-05-22 12:23:24,12,1
2019-05-22 08:08:58,8,1
2019-05-22 08:08:48,8,1
2019-05-21 21:11:12,21,1
2019-05-21 21:10:56,21,1
2019-05-21 21:10:42,21,1
2019-05-21 21:10:10,21,1
2019-05-21 21:09:48,21,1
2019-05-20 15:49:49,15,1
2019-05-20 08:03:05,8,1
2019-05-20 08:02:43,8,1
2019-05-20 08:02:25,8,1
2019-05-20 08:02:07,8,1
2019-05-20 08:01:48,8,1
2019-05-20 08:00:59,8,1
2019-05-20 07:59:13,7,1
2019-05-19 15:24:26,15,1
2019-05-19 15:23:44,15,1
2019-05-19 15:07:04,15,1
2019-05-15 12:21:37,12,1
2019-05-09 11:46:18,11,1
2019-05-09 11:44:56,11,1
2019-05-09 11:43:43,11,1
2019-05-09 11:42:53,11,1
2019-05-09 11:42:24,11,1
2019-05-09 07:21:41,7,1
2019-05-09 07:18:56,7,1
2019-05-07 17:11:16,17,1
2019-05-07 17:10:58,17,1
2019-05-07 17:10:23,17,1
2019-05-07 17:09:40,17,1
2019-05-07 17:08:44,17,1
2019-05-07 17:07:56,17,1
2019-05-07 17:07:05,17,1
2019-05-07 17:06:43,17,1
2019-05-07 17:05:18,17,1
2019-05-07 17:04:56,17,1
2019-05-07 17:04:05,17,1
2019-05-07 17:03:26,17,1
2019-05-07 17:03:08,17,1
2019-05-07 17:02:00,17,1
2019-05-07 17:01:19,17,1
2019-05-07 17:00:07,17,1
2019-05-07 16:59:01,16,1
2019-05-07 16:56:41,16,1
2019-05-07 16:54:12,16,1
2019-05-07 16:53:12,16,1
2019-05-07 16:52:06,16,1
2019-05-07 16:51:28,16,1
2019-05-07 16:49:40,16,1
2019-05-07 16:48:10,16,1
2019-05-07 16:47:34,16,1
2019-05-07 16:46:48,16,1
2019-05-07 12:08:02,12,1
2019-05-07 07:56:10,7,1
2019-04-17 04:36:17,4,1
2019-04-04 10:50:55,10,1
2019-03-22 09:57:12,9,1
2019-03-21 15:56:42,15,1
2019-03-21 15:55:16,15,1
2019-02-20 15:33:35,15,1
2019-02-14 20:05:50,20,1
2019-02-07 13:51:31,13,1
2019-02-05 16:34:42,16,1
2019-02-05 12:42:39,12,1
2019-02-05 09:59:51,9,1
2019-02-05 09:59:46,9,1
2019-02-04 16:19:24,16,1
2019-02-04 16:18:46,16,1
2019-02-04 16:16:50,16,1
2019-01-23 18:21:32,18,1
2019-01-12 10:16:38,10,1
2019-01-10 14:55:11,14,1
2019-01-08 13:21:28,13,1
2019-01-08 11:02:50,11,1
2019-01-08 11:02:50,11,1
2019-01-08 10:59:25,10,1
2018-12-20 19:32:33,19,1
2018-12-19 15:30:46,15,1
2018-12-18 23:15:01,23,1
2018-12-12 17:06:48,17,1
2018-12-07 14:55:06,14,1
2018-12-07 13:25:58,13,1
2018-12-07 13:25:26,13,1
2018-12-06 21:42:19,21,1
2018-12-06 21:41:01,21,1
2018-12-03 20:06:51,20,1
2018-11-30 19:54:02,19,1
2018-11-28 17:29:45,17,1
2018-11-28 17:03:25,17,1
2018-11-28 17:03:05,17,1
2018-11-28 15:54:58,15,1
2018-11-27 21:50:10,21,1
2018-11-27 14:42:40,14,1
2018-11-23 22:45:43,22,1
2018-11-22 16:10:08,16,1
2018-11-17 06:59:21,6,1
2018-11-15 20:56:46,20,1
2018-11-13 16:23:31,16,1
2018-11-13 15:24:35,15,1
2018-11-11 14:54:27,14,1
2018-11-08 18:06:34,18,1
2018-10-21 20:31:43,20,1
2018-10-03 21:20:52,21,1
2018-09-29 21:20:46,21,1
2018-09-26 20:58:39,20,1
2018-09-26 20:56:49,20,1
2018-09-26 18:05:00,18,1
2018-09-25 22:54:37,22,1
2018-09-23 06:00:13,6,1
2018-09-22 12:38:03,12,1
2018-09-18 20:03:04,20,1
2018-09-17 16:12:30,16,1
2018-09-17 16:08:56,16,1
2018-09-17 14:12:56,14,1
2018-09-17 13:47:54,13,1
2018-09-17 13:47:04,13,1
2018-09-17 13:45:27,13,1
2018-09-17 13:39:46,13,1
2018-09-17 13:38:42,13,1
2018-09-17 13:36:16,13,1
2018-09-17 13:35:01,13,1
2018-09-14 17:37:32,17,1
2018-09-09 06:22:22,6,1
2018-09-05 20:49:23,20,1
2018-09-04 18:31:25,18,1
2018-08-30 13:32:22,13,1
2018-08-30 13:07:53,13,1
2018-08-27 20:27:38,20,1
2018-08-27 20:25:20,20,1
2018-08-25 18:27:28,18,1
2018-08-23 14:45:24,14,1
2018-08-23 12:18:22,12,1
2018-08-22 08:32:40,8,1
2018-08-20 12:10:25,12,1
2018-08-20 09:07:06,9,1
2018-08-20 08:23:30,8,1
2018-08-16 21:02:09,21,1
2018-08-14 05:57:52,5,1
2018-08-03 11:08:04,11,1
2018-08-03 10:14:25,10,1
2018-08-02 19:22:44,19,1
2018-08-02 18:10:08,18,1
2018-07-31 08:00:02,8,1
2018-07-29 18:30:39,18,1
2018-07-28 11:08:14,11,1
2018-07-28 11:07:55,11,1
2018-07-24 10:54:26,10,1
2018-07-24 08:52:46,8,1
2018-07-24 08:50:28,8,1
2018-07-23 08:11:53,8,1
2018-07-22 20:23:29,20,1
2018-07-22 18:19:18,18,1
2018-07-22 18:17:45,18,1
2018-07-13 11:10:45,11,1
2018-07-06 08:55:48,8,1
2018-07-05 22:12:51,22,1
2018-07-03 09:17:30,9,1
2018-06-26 17:13:16,17,1
2018-06-25 11:59:55,11,1
2018-06-25 07:13:47,7,1
2018-06-22 22:02:37,22,1
2018-06-21 19:23:04,19,1
2018-06-20 13:35:17,13,1
2018-06-19 15:35:45,15,1
2018-06-19 15:34:39,15,1
2018-06-15 17:46:02,17,1
2018-06-15 17:32:52,17,1
2018-06-15 17:14:51,17,1
2018-06-15 09:12:40,9,1
2018-06-13 12:56:19,12,1
2018-06-13 12:39:03,12,1
2018-06-13 12:30:05,12,1
2018-06-13 11:37:59,11,1
2018-06-12 10:26:43,10,1
2018-06-12 10:25:21,10,1
2018-06-11 08:39:05,8,1
2018-06-10 18:12:38,18,1
2018-06-06 18:59:06,18,1
2018-06-06 17:52:43,17,1
2018-05-30 14:49:17,14,1
2018-05-26 16:43:43,16,1
2018-05-26 15:09:39,15,1
2018-05-24 18:39:09,18,1
2018-05-23 22:50:23,22,1
2018-05-16 21:44:27,21,1
2018-05-13 18:24:53,18,1
2018-05-13 12:18:04,12,1
2018-05-05 10:49:12,10,1
2018-05-04 11:51:23,11,1
2018-05-04 11:50:36,11,1
2018-05-04 11:50:23,11,1
2018-05-04 11:47:27,11,1
2018-05-04 11:47:07,11,1
2018-05-04 11:46:52,11,1
2018-05-04 11:46:48,11,1
2018-05-04 11:44:21,11,1
2018-05-04 11:43:28,11,1
2018-05-04 11:42:40,11,1
2018-05-04 11:42:03,11,1
2018-05-04 11:34:44,11,1
2018-05-04 11:34:07,11,1
2018-05-04 11:32:43,11,1
2018-05-04 11:32:32,11,1
2018-05-04 11:30:48,11,1
2018-05-04 11:29:46,11,1
2018-05-03 11:07:28,11,1
2018-05-03 08:39:30,8,1
2018-05-03 06:43:54,6,1
2018-05-03 06:42:26,6,1
2018-05-01 08:58:09,8,1
2018-05-01 08:57:51,8,1
2018-04-30 16:51:49,16,1
2018-04-28 09:57:25,9,1
2018-04-25 21:45:39,21,1
2018-04-24 15:53:02,15,1
2018-04-23 21:33:38,21,1
2018-04-22 17:58:28,17,1
2018-04-22 13:25:56,13,1
2018-04-21 12:36:19,12,1
2018-04-21 08:50:39,8,1
2018-04-20 14:01:39,14,1
2018-04-19 21:24:49,21,1
2018-04-17 14:39:14,14,1
2018-04-17 14:36:51,14,1
2018-04-17 13:37:02,13,1
2018-04-17 11:37:55,11,1
2018-04-17 11:37:05,11,1
2018-04-17 11:35:07,11,1
2018-04-09 06:41:11,6,1
2018-04-04 21:08:49,21,1
2018-04-04 17:53:27,17,1
2018-04-04 17:08:09,17,1
2018-04-04 14:23:23,14,1
2018-04-04 14:23:02,14,1
2018-04-04 13:45:26,13,1
2018-04-04 12:39:47,12,1
2018-04-04 12:39:02,12,1
2018-04-04 11:45:04,11,1
2018-04-04 11:44:26,11,1
2018-04-04 08:38:56,8,1
2018-04-04 07:42:11,7,1
2018-04-03 18:06:59,18,1
2018-04-03 18:06:36,18,1
2018-03-29 13:29:03,13,1
2018-03-19 09:40:52,9,1
2018-03-16 17:27:02,17,1
2018-03-16 15:41:43,15,1
2018-03-16 10:55:29,10,1
2018-03-15 20:12:50,20,1
2018-03-14 21:11:32,21,1
2018-03-13 22:15:36,22,1
2018-03-11 20:47:28,20,1
2018-03-09 09:54:41,9,1
2018-03-09 09:49:29,9,1
2018-03-08 17:15:57,17,1
2018-03-07 20:14:54,20,1
2018-03-07 07:48:09,7,1
2018-03-06 22:39:31,22,1
2018-03-06 22:16:57,22,1
2018-03-06 15:58:40,15,1
2018-03-06 15:49:20,15,1
2018-03-06 15:47:20,15,1
2018-03-06 15:19:37,15,1
2018-03-06 11:07:18,11,1
2018-03-06 09:40:00,9,1
2018-03-06 09:39:48,9,1
2018-03-04 08:02:19,8,1
2018-03-03 22:25:17,22,1
2018-03-02 11:46:12,11,1
2018-03-02 08:49:29,8,1
2018-03-01 21:25:35,21,1
2018-03-01 19:56:06,19,1
2018-03-01 19:47:10,19,1
2018-03-01 19:42:26,19,1
2018-03-01 19:19:49,19,1
2018-02-26 20:59:30,20,1
2018-02-26 20:47:49,20,1
2018-02-25 17:42:35,17,1
2018-02-24 15:02:19,15,1
2018-02-22 14:14:25,14,1
2018-02-21 06:58:22,6,1
2018-02-20 20:04:12,20,1
2018-02-18 19:35:29,19,1
2018-02-11 21:51:40,21,1
2018-02-09 13:33:23,13,1
2018-02-09 13:33:07,13,1
2018-02-07 16:38:32,16,1
2018-02-03 09:32:54,9,1
2018-02-02 06:16:05,6,1
2018-02-01 16:53:02,16,1
2018-01-28 20:58:02,20,1
2018-01-25 19:03:36,19,1
2018-01-25 18:00:10,18,1
2018-01-25 17:13:59,17,1
2018-01-25 06:42:55,6,1
2018-01-23 07:42:52,7,1
2018-01-22 18:50:20,18,1
2018-01-18 10:21:40,10,1
2018-01-17 16:08:59,16,1
2018-01-16 15:41:43,15,1
2018-01-16 15:35:25,15,1
2018-01-14 20:13:26,20,1
2018-01-12 09:55:09,9,1
2018-01-10 21:35:28,21,1
2018-01-10 12:04:12,12,1
2018-01-10 07:31:09,7,1
2018-01-09 16:08:29,16,1
2018-01-08 22:49:59,22,1
2018-01-08 22:28:24,22,1
2018-01-08 16:58:12,16,1
2018-01-07 20:29:35,20,1
2018-01-06 13:55:48,13,1
2018-01-03 15:01:22,15,1
2018-01-02 20:17:37,20,1
2017-12-30 20:25:48,20,1
2017-12-30 17:48:41,17,1
2017-12-30 17:03:55,17,1
2017-12-30 16:30:55,16,1
2017-12-28 15:30:10,15,1
2017-12-28 15:30:04,15,1
2017-12-28 13:23:20,13,1
2017-12-27 13:03:54,13,1
2017-12-27 13:02:58,13,1
2017-12-23 13:40:15,13,1
2017-12-21 08:34:15,8,1
2017-12-19 15:39:07,15,1
2017-12-16 17:31:11,17,1
2017-12-15 13:09:42,13,1
2017-12-15 11:28:32,11,1
2017-12-15 07:48:38,7,1
2017-12-14 22:55:08,22,1
2017-12-13 11:06:36,11,1
2017-12-13 11:06:23,11,1
2017-12-12 23:40:38,23,1
2017-12-12 14:06:24,14,1
2017-12-10 17:44:46,17,1
2017-12-10 17:41:52,17,1
2017-12-06 11:25:15,11,1
2017-12-05 21:53:40,21,1
2017-12-02 01:38:38,1,1
2017-11-30 22:18:47,22,1
2017-11-29 14:08:53,14,1
2017-11-29 12:43:04,12,1
2017-11-29 10:38:21,10,1
2017-11-29 08:11:28,8,1
2017-11-27 14:44:25,14,1
2017-11-26 17:58:39,17,1
2017-11-26 13:27:21,13,1
2017-11-26 10:49:39,10,1
2017-11-26 10:48:19,10,1
2017-11-25 21:14:56,21,1
2017-11-24 12:52:20,12,1
2017-11-20 21:33:13,21,1
2017-11-20 20:31:11,20,1
2017-11-20 20:30:08,20,1
2017-11-20 20:22:24,20,1
2017-11-20 17:18:11,17,1
2017-11-19 21:15:21,21,1
2017-11-19 12:51:54,12,1
2017-11-19 12:49:52,12,1
2017-11-18 11:31:27,11,1
2017-11-16 08:41:28,8,1
2017-11-15 15:40:42,15,1
2017-11-13 22:00:05,22,1
2017-11-13 12:38:38,12,1
2017-11-11 13:36:49,13,1
2017-11-11 13:35:40,13,1
2017-11-11 08:43:51,8,1
2017-11-10 15:32:13,15,1
2017-11-10 15:21:53,15,1
2017-11-09 15:13:08,15,1
2017-11-08 22:52:05,22,1
2017-11-08 17:21:14,17,1
2017-11-07 21:19:37,21,1
2017-11-07 16:31:32,16,1
2017-11-06 22:09:04,22,1
2017-11-06 19:38:19,19,1
2017-11-06 09:33:54,9,1
2017-11-05 20:27:23,20,1
2017-11-05 18:56:18,18,1
2017-11-05 18:55:04,18,1
2017-11-05 09:42:11,9,1
2017-11-01 16:16:06,16,1
2017-10-31 00:56:53,0,1
2017-10-27 14:27:52,14,1
2017-10-26 13:35:55,13,1
2017-10-26 09:54:50,9,1
2017-10-23 22:04:56,22,1
2017-10-23 22:00:53,22,1
2017-10-20 21:15:52,21,1
2017-10-20 17:34:36,17,1
2017-10-20 15:28:14,15,1
2017-10-18 19:58:06,19,1
2017-10-17 16:22:52,16,1
2017-10-17 15:48:53,15,1
2017-10-17 06:19:43,6,1
2017-10-16 20:11:04,20,1
2017-10-16 19:06:56,19,1
2017-10-15 17:48:47,17,1
2017-10-15 12:55:02,12,1
2017-10-15 12:51:24,12,1
2017-10-12 18:48:51,18,1
2017-10-11 09:34:07,9,1
2017-10-09 16:37:22,16,1
2017-10-09 16:35:24,16,1
2017-10-09 14:05:10,14,1
2017-10-05 19:05:48,19,1
2017-10-04 18:35:01,18,1
2017-10-03 17:11:08,17,1
2017-10-02 18:26:04,18,1
2017-10-02 18:25:47,18,1
2017-09-29 11:27:14,11,1
2017-09-29 06:11:04,6,1
2017-09-28 15:54:52,15,1
2017-09-28 15:53:59,15,1
2017-09-28 15:29:17,15,1
2017-09-28 14:04:55,14,1
2017-09-28 14:04:24,14,1
2017-09-27 21:01:13,21,1
2017-09-27 17:30:14,17,1
2017-09-27 13:07:11,13,1
2017-09-27 08:28:24,8,1
2017-09-27 06:56:10,6,1
2017-09-27 06:40:21,6,1
2017-09-27 06:15:27,6,1
2017-09-27 06:14:14,6,1
2017-09-26 13:02:28,13,1
2017-09-25 17:50:32,17,1
2017-09-22 08:27:55,8,1
2017-09-22 08:26:11,8,1
2017-09-21 13:18:01,13,1
2017-09-20 21:26:40,21,1
2017-09-20 21:00:22,21,1
2017-09-20 15:09:16,15,1
2017-09-17 21:03:31,21,1
2017-09-17 20:18:18,20,1
2017-09-17 12:32:43,12,1
2017-09-16 08:36:43,8,1
2017-09-16 08:36:32,8,1
2017-09-15 15:30:28,15,1
2017-09-15 11:25:26,11,1
2017-09-15 10:54:08,10,1
2017-09-15 10:53:53,10,1
2017-09-14 16:31:54,16,1
2017-09-14 15:47:31,15,1
2017-09-14 15:42:51,15,1
2017-09-14 15:31:21,15,1
2017-09-14 14:23:50,14,1
2017-09-13 16:30:19,16,1
2017-09-10 20:24:22,20,1
2017-09-07 19:43:16,19,1
2017-09-07 10:19:21,10,1
2017-09-06 14:18:06,14,1
2017-09-06 13:52:32,13,1
2017-09-06 13:48:11,13,1
2017-09-06 10:16:45,10,1
2017-09-06 09:24:32,9,1
2017-09-05 09:19:38,9,1
2017-09-04 19:31:27,19,1
2017-09-04 12:41:29,12,1
2017-09-04 10:19:08,10,1
2017-09-04 10:01:24,10,1
2017-09-04 09:56:34,9,1
2017-09-04 09:54:24,9,1
2017-09-04 08:39:48,8,1
2017-09-04 08:35:25,8,1
2017-09-04 08:28:24,8,1
2017-09-04 08:12:50,8,1
2017-09-04 08:11:00,8,1
2017-09-03 18:52:26,18,1
2017-09-03 12:53:19,12,1
2017-09-03 11:26:33,11,1
2017-09-03 11:23:29,11,1
2017-09-03 11:09:27,11,1
2017-09-03 11:04:49,11,1
2017-09-03 11:03:56,11,1
2017-09-03 10:58:02,10,1
2017-09-03 10:57:38,10,1
2017-09-03 10:56:38,10,1
2017-09-03 10:49:37,10,1
2017-09-03 00:45:12,0,1
2017-09-02 19:03:26,19,1
2017-08-31 14:45:55,14,1
2017-08-30 23:08:44,23,1
2017-08-30 17:50:28,17,1
2017-08-27 10:19:19,10,1
2017-08-27 10:15:59,10,1
2017-08-24 21:49:58,21,1
2017-08-24 21:47:40,21,1
2017-08-24 21:45:20,21,1
2017-08-24 21:44:56,21,1
2017-08-23 22:13:11,22,1
2017-08-23 22:03:54,22,1
2017-08-23 21:49:14,21,1
2017-08-23 21:45:39,21,1
2017-08-23 07:15:00,7,1
2017-08-23 07:13:44,7,1
2017-08-21 19:51:26,19,1
2017-08-21 19:50:41,19,1
2017-08-21 17:10:33,17,1
2017-08-17 21:39:40,21,1
2017-08-16 21:10:26,21,1
2017-08-15 22:43:54,22,1
2017-08-10 21:54:12,21,1
2017-08-09 21:08:14,21,1
2017-08-09 21:07:39,21,1
2017-08-09 15:44:00,15,1
2017-08-09 13:03:14,13,1
2017-08-09 09:32:36,9,1
2017-08-09 09:30:18,9,1
2017-08-09 09:27:22,9,1
2017-08-09 09:27:07,9,1
2017-08-09 09:22:28,9,1
2017-08-08 15:03:02,15,1
2017-08-08 15:02:40,15,1
2017-08-08 14:01:25,14,1
2017-08-08 13:30:26,13,1
2017-08-08 13:24:52,13,1
2017-08-06 22:09:57,22,1
2017-08-06 22:07:05,22,1
2017-08-06 20:37:10,20,1
2017-08-04 09:54:47,9,1
2017-08-03 21:51:15,21,1
2017-08-03 18:10:36,18,1
2017-08-03 18:10:19,18,1
2017-08-03 17:52:39,17,1
2017-08-03 17:51:42,17,1
2017-08-01 14:24:33,14,1
2017-08-01 13:37:31,13,1
2017-08-01 12:27:39,12,1
2017-07-31 20:42:34,20,1
2017-07-31 10:59:04,10,1
2017-07-31 10:43:11,10,1
2017-07-31 10:31:37,10,1
2017-07-30 11:52:33,11,1
2017-07-30 11:41:40,11,1
2017-07-30 11:32:30,11,1
2017-07-30 11:30:24,11,1
2017-07-30 11:12:03,11,1
2017-07-29 23:41:03,23,1
2017-07-29 17:14:23,17,1
2017-07-28 13:20:16,13,1
2017-07-26 18:31:34,18,1
2017-07-26 18:31:23,18,1
2017-07-26 18:31:05,18,1
2017-07-26 16:56:39,16,1
2017-07-26 16:48:22,16,1
